organisation,family,source_code,description,uom,quantity,unit_price,manufacturer,mfr_part_no,stock_on_hand,last_issue_date,truth_identity
IOCL,gasket_spiral_wound,IOCL-001340,"Gasket, Spiral Wound, 300mm NB, Class 900  Monel 400 Winding  Ceramic Filler",EA,1.0,3509.62,,,300.0,2026-01-26,GA01363
IOCL,gasket_spiral_wound,IOCL-001341,"Gasket, Spiral Wound, 50mm NB, Class 600  Ss304 Winding  Mica Filler  To Api 601",EA,1.0,647.35,KLG,SW50-600-SS304-MICA-SS304-API601,0.0,,GA01364
IOCL,gasket_spiral_wound,IOCL-001342,"Gasket, Spiral Wound, 80mm NB, Class 300  Uns S30400 Winding  Mica Graphite Filler  CS  To Api 601",EA,1.0,766.3,,,0.0,,GA01368
IOCL,gasket_spiral_wound,IOCL-001343,"Gasket, Spiral Wound, 80mm NB, Class 300  Ss 304 Winding  Mica Filler  To Api601",EA,10.0,560.23,SLM,SW80-300-SS304-MICA-CS-API601,300.0,2026-02-21,GA01368
IOCL,gasket_spiral_wound,IOCL-001344,"Gasket, Spiral Wound, 15mm NB, Class 600  304 Ss Winding  Mica Graphite Filler  To Api601",EA,10.0,274.45,,,3500.0,2022-04-24,GA01370
IOCL,gasket_spiral_wound,IOCL-001345,"Gasket, Spiral Wound, 80mm NB, Class 150  Monel Winding  Graf Filler  Ss 304 Centring Ring  To B16.20",BOX-50,10.0,92732.46,,,0.0,,GA01371
IOCL,gasket_spiral_wound,IOCL-001346,"Gasket, Spiral Wound, 25mm NB, Class 300  Ss 304 Winding  Mica Filler  To Api601",EA,1.0,287.2,SLM,SW25-300-SS304-MICA-SS304-API601,0.0,,GA01376
IOCL,gasket_spiral_wound,IOCL-001347,"Gasket, Spiral Wound, 25mm NB, Class 300  Uns S30400 Winding  Ss304 Ring  To Api601",DOZ,1.0,5129.76,SLM,SW25-300-SS304-MICA-SS304-API601,50.0,2026-01-02,GA01376
IOCL,gasket_spiral_wound,IOCL-001348,"Gasket, Spiral Wound, 80mm NB, Class 1500  Monel 400 Winding  Vermiculite Filler  To Ansi B16.20",EA,1.0,1583.5,SLM,SW80-1500-MONEL-CERAMIC-SS304-ASMEB1620,150.0,2026-01-24,GA01378
IOCL,gasket_spiral_wound,IOCL-001349,"Gasket, Spiral Wound, 100mm NB, Class 1500  Uns S30400 Winding  Cerm Filler  No Outer Ring  To Api-601A",EA,1.0,872.0,,,300.0,2026-03-20,GA01380
IOCL,gasket_spiral_wound,IOCL-001350,"Gasket, Spiral Wound, 250mm NB, Class 1500  Uns S30400 Winding  Ptfe Filler  To Api601",BOX-50,10.0,89735.39,GRS,SW250-1500-SS304-PTFE-NONE-API601,16.0,2023-08-06,GA01382
IOCL,gasket_spiral_wound,IOCL-001351,"Gasket, Spiral Wound, 40mm NB, Class 900  Ss316 Winding  Mica Graphite Filler  Ss 304 Centring Ring  To Asme-B1620",BOX-50,10.0,26222.0,,,12.0,2025-09-26,GA01383
IOCL,gasket_spiral_wound,IOCL-001352,"Gasket, Spiral Wound, 300mm NB, Class 1500  Monel Winding  Mica Filler  To Asme B16.20",EA,1.0,2886.66,GRS,SW300-1500-MONEL-MICA-CS-ASMEB1620,400.0,2022-07-29,GA01385
IOCL,gasket_spiral_wound,IOCL-001353,"Gasket, Spiral Wound, 150mm NB, Class 150  Ss 316 Winding  Carbon Steel Ring  To Api601",EA,10.0,1713.12,KLG,SW150-150-SS316-PTFE-CS-API601,0.0,,GA01386
IOCL,gasket_spiral_wound,IOCL-001354,"Gasket, Spiral Wound, 150mm NB, Class 600  Monel Winding  Mica Filler  Carbon Steel  To Api 601",EA,1.0,2433.65,,,400.0,2023-01-16,GA01388
IOCL,gasket_spiral_wound,IOCL-001355,"Gasket, Spiral Wound, 40mm NB, Class 600  Ss-316L Winding  Vermiculite Filler  CS  To Api601",DOZ,25.0,5779.49,FLX,SW40-600-SS316-CERAMIC-CS-API601,33.33,2023-06-10,GA01389
IOCL,gasket_spiral_wound,IOCL-001356,"Gasket, Spiral Wound, 40mm NB, Class 1500  Monel Winding  Teflon Filler  To Ansi B16.20",EA,1.0,1656.57,GRS,SW40-1500-MONEL-PTFE-SS304-ASMEB1620,0.0,,GA01390
IOCL,gasket_spiral_wound,IOCL-001357,"Gasket, Spiral Wound, 40mm NB, Class 1500  Alloy 400 Winding  P.T.F.E. Filler  Ss304 Ring  To Asme B16.20",EA,1.0,1257.51,,,300.0,2025-08-14,GA01390
IOCL,gasket_spiral_wound,IOCL-001358,"Gasket, Spiral Wound, 50mm NB, Class 900  Alloy 400 Winding  No Outer Ring  To Api601",DOZ,10.0,18689.05,KLG,SW50-900-MONEL-MICA-NONE-API601,50.0,2025-10-29,GA01391
IOCL,gasket_spiral_wound,IOCL-001359,"Gasket, Spiral Wound, 150mm NB, Class 300  Alloy 400 Winding  Graphite Filler  To Api601",DOZ,1.0,19123.03,FLX,SW150-300-MONEL-GRAPHITE-CS-API601,50.0,2025-12-09,GA01393
IOCL,gasket_spiral_wound,IOCL-001360,"Gasket, Spiral Wound, 100mm NB, Class 1500  316/Ss Strip Winding  Graf Filler  Without Outer Ring",BOX-50,5.0,55391.46,KLG,SW100-1500-SS316-GRAPHITE-NONE-ASMEB1620,3.0,2026-02-03,GA01395
IOCL,gasket_spiral_wound,IOCL-001361,"Gasket, Spiral Wound, 25mm NB, Class 300  Mnl-400 Winding  Vermiculite Filler  To Api-601A",EA,1.0,1160.87,GRS,SW25-300-MONEL-CERAMIC-SS304-API601,0.0,,GA01396
IOCL,gasket_spiral_wound,IOCL-001362,"Gasket, Spiral Wound, 250mm NB, Class 1500  316 Ss Winding  Ss304 Ring  To Api601",EA,1.0,2572.44,,,600.0,2026-01-20,GA01397
IOCL,gasket_spiral_wound,IOCL-001363,"Gasket, Spiral Wound, 100mm NB, Class 1500  Monel Winding  Teflon Filler  Ss 304 Centring Ring  To Api 601",BOX-50,1.0,96797.65,GRS,SW100-1500-MONEL-PTFE-SS304-API601,0.8,2025-12-10,GA01398
IOCL,gasket_spiral_wound,IOCL-001364,"Gasket, Spiral Wound, 250mm NB, Class 600  Uns S31600 Winding  Teflon Filler  To B16.20",EA,1.0,1866.57,SLM,SW250-600-SS316-PTFE-CS-ASMEB1620,150.0,2025-12-08,GA01399
IOCL,gasket_spiral_wound,IOCL-001365,"Gasket, Spiral Wound, 150mm NB, Class 600  Ss316 Winding  Carbon Steel",EA,1.0,1562.6,KLG,SW150-600-SS316-CERAMIC-CS-ASMEB1620,150.0,2025-08-06,GA01402
IOCL,gasket_spiral_wound,IOCL-001366,"Gasket, Spiral Wound, 50mm NB, Class 900  Monel 400 Winding  Mica Filler  Cs Ring  To Api601",EA,1.0,1890.38,GRS,SW50-900-MONEL-MICA-CS-API601,40.0,2025-11-10,GA01405
IOCL,gasket_spiral_wound,IOCL-001367,"Gasket, Spiral Wound, 250mm NB, Class 900  304 Ss Winding  Ptfe Filler  Carbon Steel  To Api 601",EA,25.0,1771.39,,,150.0,2025-08-18,GA01407
IOCL,gasket_spiral_wound,IOCL-001368,"Gasket, Spiral Wound, 25mm NB, Class 300  Ss316 Winding  Mica Graphite Filler  Ss304 Ring  To B16.20",EA,1.0,383.33,,,300.0,2025-08-06,GA01408
IOCL,gasket_spiral_wound,IOCL-001369,"Gasket, Spiral Wound, 300mm NB, Class 900  Aisi 304 Winding  Vermiculite Filler  No Outer Ring  To Api601",BOX-50,5.0,128479.64,,,0.0,,GA01409
IOCL,gasket_spiral_wound,IOCL-001370,"Gasket, Spiral Wound, 150mm NB, Class 600  Alloy 400 Winding  TFE Filler  To Api 601",EA,1.0,2948.6,FLX,SW150-600-MONEL-PTFE-SS304-API601,150.0,2025-11-14,GA01410
IOCL,gasket_spiral_wound,IOCL-001371,"Gasket, Spiral Wound, 250mm NB, Class 600  Ss 316 Winding  Ceramic Filler  Ss304 Ring  To Asme B16.20",DOZ,10.0,27843.66,,,0.0,,GA01411
IOCL,gasket_spiral_wound,IOCL-001372,"Gasket, Spiral Wound, 150mm NB, Class 300  Ss304 Winding  Vermiculite Filler  CS  To Api 601",EA,1.0,947.68,FLX,SW150-300-SS304-CERAMIC-CS-API601,150.0,2025-11-29,GA01412
IOCL,gasket_spiral_wound,IOCL-001373,"Gasket, Spiral Wound, 20mm NB, Class 150  304 Ss Winding  Graf Filler  To B16.20",EA,5.0,422.77,GRS,SW20-150-SS304-GRAPHITE-NONE-ASMEB1620,400.0,2023-02-22,GA01414
IOCL,gasket_spiral_wound,IOCL-001374,"Gasket, Spiral Wound, 15mm NB, Class 150  Ss316 Winding  Mica Filler  To Asme B16.20",BOX-50,25.0,17619.34,KLG,SW15-150-SS316-MICA-NONE-ASMEB1620,6.0,2025-08-31,GA01415
IOCL,gasket_spiral_wound,IOCL-001375,"Gasket, Spiral Wound, 200mm NB, Class 1500  Aisi 304 Winding  Graphite Filler  To Api601",EA,5.0,1565.91,FLX,SW200-1500-SS304-GRAPHITE-SS304-API601,3500.0,2023-04-21,GA01416
IOCL,gasket_spiral_wound,IOCL-001376,"Gasket, Spiral Wound, 25mm NB, Class 150  Alloy 400 Winding  Ss 304 Centring Ring  To Api601",EA,1.0,1289.4,FLX,SW25-150-MONEL-CERAMIC-SS304-API601,150.0,2025-10-22,GA01417
IOCL,gasket_spiral_wound,IOCL-001377,"Gasket, Spiral Wound, 80mm NB, Class 150  Monel Winding  To Api 601",EA,1.0,2100.88,,,80.0,2026-02-14,GA01418
IOCL,gasket_spiral_wound,IOCL-001378,"Gasket, Spiral Wound, 40mm NB, Class 1500  Uns S30400 Winding  P.T.F.E. Filler  Carbon Steel Ring  To Asme B16.20",DOZ,10.0,4502.59,,,0.0,,GA01419
IOCL,gasket_spiral_wound,IOCL-001379,"Gasket, Spiral Wound, 250mm NB, Class 900  Alloy 400 Winding  Teflon Filler  No Outer Ring  To Api 601",DOZ,1.0,43787.62,GRS,SW250-900-MONEL-PTFE-NONE-API601,0.0,,GA01421
IOCL,gasket_spiral_wound,IOCL-001380,"Gasket, Spiral Wound, 15mm NB, Class 1500  Alloy 400 Winding  Teflon Filler  Ss 304 Centring Ring  To Asme-B1620",EA,10.0,995.99,,,0.0,,GA01423
IOCL,gasket_spiral_wound,IOCL-001381,"Gasket, Spiral Wound, 100mm NB, Class 150  304 Ss Winding  Graphite Filler  Carbon Steel  To B16.20",DOZ,1.0,11214.56,SLM,SW100-150-SS304-GRAPHITE-CS-ASMEB1620,33.33,2023-01-21,GA01424
IOCL,gasket_spiral_wound,IOCL-001382,"Gasket, Spiral Wound, 200mm NB, Class 300  Alloy 400 Winding  Teflon Filler  Ss 304 Centring Ring  To Asme B16.20",EA,10.0,3170.94,,,300.0,2026-03-13,GA01427
IOCL,gasket_spiral_wound,IOCL-001383,"Gasket, Spiral Wound, 200mm NB, Class 300  Alloy 400 Winding  P.T.F.E. Filler  Ss 304 Centring Ring  To Asme B16.20",EA,1.0,2163.85,,,40.0,2025-09-07,GA01427
IOCL,gasket_spiral_wound,IOCL-001384,"Gasket, Spiral Wound, 100mm NB, Class 150  Monel Winding  Grph Filler  Ss 304 Centring Ring  To B1620",BOX-50,1.0,97092.6,KLG,SW100-150-MONEL-GRAPHITE-SS304-ASMEB1620,0.0,,GA01428
IOCL,gasket_spiral_wound,IOCL-001385,"Gasket, Spiral Wound, 150mm NB, Class 1500  Mnl-400 Winding  P.T.F.E. Filler  Carbon Steel  To Api-601A",EA,1.0,1650.0,KLG,SW150-1500-MONEL-PTFE-CS-API601,150.0,2025-09-23,GA01429
IOCL,gasket_spiral_wound,IOCL-001386,"Gasket, Spiral Wound, 150mm NB, Class 600  Uns S30400 Winding  Without Outer Ring  To B16.20",EA,1.0,1670.21,FLX,SW150-600-SS304-PTFE-NONE-ASMEB1620,300.0,2025-10-09,GA01430
IOCL,gasket_spiral_wound,IOCL-001387,"Gasket, Spiral Wound, 250mm NB, Class 900  Uns S30400 Winding  Mica Filler  CS  To B16.20",EA,1.0,2360.93,,,0.0,,GA01431
IOCL,gasket_spiral_wound,IOCL-001388,"Gasket, Spiral Wound, 25mm NB, Class 600  Uns S30400 Winding  Mica Filler  Carbon Steel Ring  To Asme B16.20",EA,10.0,401.96,,,0.0,,GA01432
IOCL,gasket_spiral_wound,IOCL-001389,"Gasket, Spiral Wound, 80mm NB, Class 600  Monel 400 Winding  Mica Filler  Ss 304 Centring Ring  To Api 601",DOZ,5.0,18118.78,,,0.0,,GA01433
IOCL,gasket_spiral_wound,IOCL-001390,"Gasket, Spiral Wound, 100mm NB, Class 1500  Monel Winding  Mica Graphite Filler  CS  To Api 601",EA,1.0,1641.16,,,800.0,2023-04-05,GA01435
IOCL,gasket_spiral_wound,IOCL-001391,"Gasket, Spiral Wound, 20mm NB, Class 300  Aisi 316 Winding  P.T.F.E. Filler  To Ansi B16.20",DOZ,1.0,4619.73,KLG,SW20-300-SS316-PTFE-CS-ASMEB1620,66.67,2022-12-17,GA01436
IOCL,gasket_spiral_wound,IOCL-001392,"Gasket, Spiral Wound, 20mm NB, Class 300  Uns S31600 Winding  Teflon Filler  Carbon Steel Ring  To Ansi B16.20",BOX-50,1.0,21066.92,KLG,SW20-300-SS316-PTFE-CS-ASMEB1620,6.0,2025-10-31,GA01436
IOCL,gasket_spiral_wound,IOCL-001393,"Gasket, Spiral Wound, 150mm NB, Class 600  Monel Winding  Mica Graphite Filler  Ss304 Ring  To Api601",EA,10.0,1602.82,SLM,SW150-600-MONEL-MICA-SS304-API601,80.0,2025-11-14,GA01437
IOCL,gasket_spiral_wound,IOCL-001394,"Gasket, Spiral Wound, 100mm NB, Class 300  Monel Winding  Mica-V Filler  Carbon Steel Ring  To Api 601",EA,5.0,1696.64,SLM,SW100-300-MONEL-MICA-CS-API601,40.0,2026-03-20,GA01439
IOCL,gasket_spiral_wound,IOCL-001395,"Gasket, Spiral Wound, 50mm NB, Class 150  Monel 400 Winding  Vermiculite Filler  Ss 304 Centring Ring  To Api601",EA,1.0,1700.62,GRS,SW50-150-MONEL-CERAMIC-SS304-API601,300.0,2025-11-26,GA01443
IOCL,gasket_spiral_wound,IOCL-001396,"Gasket, Spiral Wound, 250mm NB, Class 300  Mnl-400 Winding  Ss304 Ring",EA,10.0,2845.08,,,0.0,,GA01445
IOCL,gasket_spiral_wound,IOCL-001397,"Gasket, Spiral Wound, 25mm NB, Class 900  Ss 304 Winding  Ceramic Filler  Ss 304 Centring Ring  To Api601",BOX-50,10.0,22541.09,GRS,SW25-900-SS304-CERAMIC-SS304-API601,0.0,,GA01446
IOCL,gasket_spiral_wound,IOCL-001398,"Gasket, Spiral Wound, 50mm NB, Class 150  Aisi 304 Winding  Mica Graphite Filler  No Outer Ring  To Ansi B16.20",BOX-50,1.0,28316.8,SLM,SW50-150-SS304-MICA-NONE-ASMEB1620,0.0,,GA01448
IOCL,gasket_spiral_wound,IOCL-001399,"Gasket, Spiral Wound, 300mm NB, Class 150  Aisi 316 Winding  Ceramic Filler  No Outer Ring  To B16.20",DOZ,1.0,34521.58,,,12.5,2025-10-25,GA01454
IOCL,gasket_spiral_wound,IOCL-001400,"Gasket, Spiral Wound, 80mm NB, Class 600  304 Ss Winding  Mica Filler  Ss304 Ring  To Api 601",EA,5.0,872.97,SLM,SW80-600-SS304-MICA-SS304-API601,1200.0,2022-08-31,GA01455
IOCL,gasket_spiral_wound,IOCL-001401,"Gasket, Spiral Wound, 20mm NB, Class 600  Uns S30400 Winding  Ptfe Filler  To Ansi B16.20",EA,25.0,503.09,SLM,SW20-600-SS304-PTFE-SS304-ASMEB1620,40.0,2025-10-11,GA01456
IOCL,gasket_spiral_wound,IOCL-001402,"Gasket, Spiral Wound, 150mm NB, Class 600  Uns S30400 Winding  Teflon Filler  Carbon Steel  To B16.20",EA,1.0,1655.35,,,80.0,2025-12-09,GA01457
IOCL,gasket_spiral_wound,IOCL-001403,"Gasket, Spiral Wound, 200mm NB, Class 600  304/Ss Strip Winding  No Outer Ring  To Api 601",EA,1.0,1830.01,GRS,SW200-600-SS304-GRAPHITE-NONE-API601,400.0,2021-07-06,GA01461
IOCL,gasket_spiral_wound,IOCL-001404,"Gasket, Spiral Wound, 40mm NB, Class 1500  Uns S30400 Winding  Flexible Graphite Filler  Ss 304 Centring Ring  To Api-601A",BOX-50,10.0,22475.26,,,1.6,2025-09-22,GA01462
IOCL,gasket_spiral_wound,IOCL-001405,"Gasket, Spiral Wound, 50mm NB, Class 300  Alloy 400 Winding  Vermiculite Filler  Ss304 Ring  To Api 601",EA,10.0,1822.93,SLM,SW50-300-MONEL-CERAMIC-SS304-API601,0.0,,GA01463
IOCL,gasket_spiral_wound,IOCL-001406,"Gasket, Spiral Wound, 20mm NB, Class 300  Alloy 400 Winding  Ceramic Filler",EA,1.0,985.78,FLX,SW20-300-MONEL-CERAMIC-NONE-API601,300.0,2026-03-02,GA01465
IOCL,gasket_spiral_wound,IOCL-001407,"Gasket, Spiral Wound, 100mm NB, Class 600  304 Ss Winding  Mica Graphite Filler  Ss 304 Centring Ring  To Asme B16.20",EA,5.0,893.34,,,0.0,,GA01466
IOCL,gasket_spiral_wound,IOCL-001408,"Gasket, Spiral Wound, 20mm NB, Class 150  Alloy 400 Winding  Ceramic Filler  To Asme B16.20",EA,1.0,1319.61,,,40.0,2026-02-18,GA01467
IOCL,gasket_spiral_wound,IOCL-001409,"Gasket, Spiral Wound, 15mm NB, Class 600  Monel 400 Winding  Cerm Filler  Ss 304 Centring Ring  To Api 601",EA,1.0,1063.77,KLG,SW15-600-MONEL-CERAMIC-SS304-API601,0.0,,GA01468
IOCL,gasket_spiral_wound,IOCL-001410,"Gasket, Spiral Wound, 250mm NB, Class 300  Uns S31600 Winding  Ceramic Filler  To Ansi B16.20",BOX-50,1.0,128092.88,FLX,SW250-300-SS316-CERAMIC-NONE-ASMEB1620,0.0,,GA01469
IOCL,gasket_spiral_wound,IOCL-001411,"Gasket, Spiral Wound, 40mm NB, Class 300  Monel 400 Winding  Mica-V Filler  No Outer Ring  To Asme B16.20",BOX-50,25.0,83508.19,GRS,SW40-300-MONEL-MICA-NONE-ASMEB1620,8.0,2023-04-26,GA01470
IOCL,gasket_spiral_wound,IOCL-001412,"Gasket, Spiral Wound, 250mm NB, Class 300  Uns S31600 Winding  Vermiculite Filler  Ss 304 Centring Ring  To Asme B16.20",EA,1.0,2287.83,FLX,SW250-300-SS316-CERAMIC-SS304-ASMEB1620,150.0,2026-03-04,GA01473
IOCL,gasket_spiral_wound,IOCL-001413,"Gasket, Spiral Wound, 250mm NB, Class 300  Aisi 316 Winding  Vermiculite Filler",EA,1.0,2590.68,FLX,SW250-300-SS316-CERAMIC-SS304-ASMEB1620,400.0,2022-05-15,GA01473
IOCL,gasket_spiral_wound,IOCL-001414,"Gasket, Spiral Wound, 250mm NB, Class 300  Ss316 Winding  Cerm Filler  Ss 304 Centring Ring",EA,10.0,1599.01,FLX,SW250-300-SS316-CERAMIC-SS304-ASMEB1620,3500.0,2022-11-09,GA01473
IOCL,gasket_spiral_wound,IOCL-001415,"Gasket, Spiral Wound, 250mm NB, Class 300  Uns S31600 Winding  Ceramic Filler  To B16.20",BOX-50,1.0,102512.78,,,40.0,2022-08-07,GA01473
IOCL,gasket_spiral_wound,IOCL-001416,"Gasket, Spiral Wound, 250mm NB, Class 300  Alloy 400 Winding  P.T.F.E. Filler  Ss304 Ring  To Api 601",EA,25.0,3341.23,,,800.0,2021-09-16,GA01475
IOCL,gasket_spiral_wound,IOCL-001417,"Gasket, Spiral Wound, 50mm NB, Class 1500  Ss 316 Winding  Ptfe Filler  To Api 601",DOZ,1.0,5941.21,FLX,SW50-1500-SS316-PTFE-NONE-API601,50.0,2026-03-16,GA01476
IOCL,gasket_spiral_wound,IOCL-001418,"Gasket, Spiral Wound, 50mm NB, Class 300  304 Ss Winding  Ceramic Filler  To Api 601",DOZ,1.0,5024.12,,,12.5,2025-08-08,GA01477
IOCL,gasket_spiral_wound,IOCL-001419,"Gasket, Spiral Wound, 300mm NB, Class 150  Alloy 400 Winding  Vermiculite Filler  Ss 304 Centring Ring  To Api 601",BOX-50,1.0,142423.98,KLG,SW300-150-MONEL-CERAMIC-SS304-API601,0.8,2026-02-14,GA01478
IOCL,gasket_spiral_wound,IOCL-001420,"Gasket, Spiral Wound, 300mm NB, Class 300  Uns S31600 Winding  Flexible Graphite Filler  CS",BOX-50,25.0,124777.85,GRS,SW300-300-SS316-GRAPHITE-CS-ASMEB1620,16.0,2021-09-14,GA01480
IOCL,gasket_spiral_wound,IOCL-001421,"Gasket, Spiral Wound, 300mm NB, Class 300  Monel Winding  Mica Filler  No Outer Ring  To Api601",DOZ,25.0,38234.42,SLM,SW300-300-MONEL-MICA-NONE-API601,0.0,,GA01484
IOCL,gasket_spiral_wound,IOCL-001422,"Gasket, Spiral Wound, 200mm NB, Class 300  Monel Winding  Mica Graphite Filler  To Api 601",EA,1.0,2625.03,GRS,SW200-300-MONEL-MICA-NONE-API601,80.0,2026-03-26,GA01485
IOCL,gasket_spiral_wound,IOCL-001423,"Gasket, Spiral Wound, 100mm NB, Class 1500  Ss 316 Winding",BOX-50,25.0,36676.13,GRS,SW100-1500-SS316-GRAPHITE-CS-ASMEB1620,16.0,2021-10-28,GA01486
IOCL,gasket_spiral_wound,IOCL-001424,"Gasket, Spiral Wound, 300mm NB, Class 150  Aisi 304 Winding  Graphite Filler  To Ansi B16.20",EA,1.0,2738.2,KLG,SW300-150-SS304-GRAPHITE-SS304-ASMEB1620,0.0,,GA01490
IOCL,gasket_spiral_wound,IOCL-001425,"Gasket, Spiral Wound, 20mm NB, Class 1500  316 Ss Winding  Graphite Filler  Ss 304 Centring Ring  To Api 601",BOX-50,10.0,18547.62,,,0.8,2025-12-08,GA01492
IOCL,gasket_spiral_wound,IOCL-001426,"Gasket, Spiral Wound, 50mm NB, Class 900  Alloy 400 Winding  Mica Graphite Filler  Ss 304 Centring Ring  To Api601",EA,5.0,1874.31,,,0.0,,GA01493
IOCL,gasket_spiral_wound,IOCL-001427,"Gasket, Spiral Wound, 50mm NB, Class 900  Alloy 400 Winding  To Api601",EA,1.0,1512.86,,,1200.0,2022-05-14,GA01493
IOCL,gasket_spiral_wound,IOCL-001428,"Gasket, Spiral Wound, 150mm NB, Class 900  Aisi 304 Winding  Flexible Graphite Filler  Ss 304 Centring Ring",BOX-50,1.0,61367.62,GRS,SW150-900-SS304-GRAPHITE-SS304-API601,0.0,,GA01494
IOCL,gasket_spiral_wound,IOCL-001429,"Gasket, Spiral Wound, 150mm NB, Class 900  Aisi 304 Winding  Graf Filler  Ss304 Ring  To Api601",EA,25.0,1149.17,,,600.0,2025-10-05,GA01494
IOCL,gasket_spiral_wound,IOCL-001430,"Gasket, Spiral Wound, 25mm NB, Class 1500  316 Ss Winding  TFE Filler  To Ansi B16.20",BOX-50,1.0,21773.71,FLX,SW25-1500-SS316-PTFE-SS304-ASMEB1620,0.0,,GA01495
IOCL,gasket_spiral_wound,IOCL-001431,"Gasket, Spiral Wound, 80mm NB, Class 300  Ss304 Winding",EA,10.0,924.96,FLX,SW80-300-SS304-PTFE-CS-API601,300.0,2025-11-09,GA01497
IOCL,gasket_spiral_wound,IOCL-001432,"Gasket, Spiral Wound, 150mm NB, Class 1500  Uns S30400 Winding  Mica-V Filler  CS  To Api601",EA,1.0,1354.43,FLX,SW150-1500-SS304-MICA-CS-API601,40.0,2025-11-06,GA01498
IOCL,gasket_spiral_wound,IOCL-001433,"Gasket, Spiral Wound, 150mm NB, Class 1500  Ss304 Winding  Mica Filler  CS  To Api 601",DOZ,10.0,15560.47,,,25.0,2025-08-04,GA01498
IOCL,hex_bolt,IOCL-001434,"Bolt, Hexagon Head, M16 x 35mm  A4 70  Conforming to Din 933  Black",DOZ,1.0,204.66,,,0.0,,HE00002
IOCL,hex_bolt,IOCL-001435,"Bolt, Hexagon Head, M20 x 80mm  Class 10.9  Self Colour",BOX-50,1.0,777.57,QRY,HB20-80-109-IS1364-PLAIN,12.0,2025-11-04,HE00003
IOCL,hex_bolt,IOCL-001436,"Bolt, Hexagon Head, M6 x 25mm  A4 70",EA,25.0,10.94,,,1200.0,2022-08-07,HE00004
IOCL,hex_bolt,IOCL-001437,"Bolt, Hexagon Head, M10 x 60mm  Stainless A2-70  Conforming to Din931  Electro Galvanised",EA,1.0,15.93,,,300.0,2025-12-22,HE00005
IOCL,hex_bolt,IOCL-001438,"Bolt, Hexagon Head, M20 x 120mm  Aisi 316 A4-70  Conforming to Is:1364",BOX-50,10.0,1616.29,,,70.0,2021-11-22,HE00006
IOCL,hex_bolt,IOCL-001439,"Bolt, Hexagon Head, M12 x 50mm  A4-70  Conforming to Is1364Pt3  Hot Dip Galvanised",BOX-50,1.0,1045.46,,,0.0,,HE00008
IOCL,hex_bolt,IOCL-001440,"Bolt, Hexagon Head, M12 x 50mm  Ss316 A4-70  HDG",EA,5.0,15.51,,,0.0,,HE00008
IOCL,hex_bolt,IOCL-001441,"Bolt, Hexagon Head, M8 x 40mm  12.9",DOZ,25.0,137.58,ANV,HB8-40-129-DIN933-HOTDIPGALVANISED,0.0,,HE00010
IOCL,hex_bolt,IOCL-001442,"Bolt, Hexagon Head, M8 x 80mm  12.9  Conforming to Din933  Zinc Plated",DOZ,25.0,99.27,,,0.0,,HE00011
IOCL,hex_bolt,IOCL-001443,"Bolt, Hexagon Head, M20 x 50mm  Grade 8.8  Conforming to Is 1364",BOX-50,1.0,659.21,,,0.0,,HE00012
IOCL,hex_bolt,IOCL-001444,"Bolt, Hexagon Head, M8 x 60mm  Gr 12.9  Conforming to Iso 4017  Zn-Plt",C,1.0,777.11,TRD,HB8-60-129-ISO4017-ZINCPLATED,0.0,,HE00014
IOCL,hex_bolt,IOCL-001445,"Bolt, Hexagon Head, M10 x 45mm  Class 10.9  Conforming to Is 1364  Pickled And Passivated",EA,1.0,9.37,,,400.0,2021-07-28,HE00016
IOCL,hex_bolt,IOCL-001446,"Bolt, Hexagon Head, M16 x 50mm  12.9  Conforming to Iso4017  Self Colour",EA,10.0,14.46,TRD,HB16-50-129-ISO4017-PLAIN,0.0,,HE00017
IOCL,hex_bolt,IOCL-001447,"Bolt, Hexagon Head, M16 x 50mm  Grade 12.9  Conforming to Iso 4017  No Coat",BOX-100,1.0,1287.63,TRD,HB16-50-129-ISO4017-PLAIN,35.0,2023-04-18,HE00017
IOCL,hex_bolt,IOCL-001448,"Bolt, Hexagon Head, M10 x 45mm  Aisi 316 A4-70  Conforming to Din 933  HDG",EA,1.0,14.44,TRD,HB10-45-A470-DIN933-HOTDIPGALVANISED,600.0,2025-12-21,HE00018
IOCL,hex_bolt,IOCL-001449,"Bolt, Hexagon Head, M6 x 90mm  12.9 Cl  Conforming to Iso 4014  Hot Dip Galvanised",EA,1.0,7.78,MRD,HB6-90-129-ISO4014-HOTDIPGALVANISED,0.0,,HE00022
IOCL,hex_bolt,IOCL-001450,"Bolt, Hexagon Head, M10 x 100mm  A4-70  Conforming to Din933  Electro Galvanised",EA,25.0,15.36,KSL,HB10-100-A470-DIN933-ZINCPLATED,0.0,,HE00023
IOCL,hex_bolt,IOCL-001451,"Bolt, Hexagon Head, M10 x 100mm  A4-70  Conforming to Din 933  Zinc Plated",C,1.0,2451.24,KSL,HB10-100-A470-DIN933-ZINCPLATED,0.4,2026-03-02,HE00023
IOCL,hex_bolt,IOCL-001452,"Bolt, Hexagon Head, M10 x 100mm  Ss-A4/70  Conforming to Din933  Zinc Plated",C,1.0,1881.62,,,0.8,2025-11-25,HE00023
IOCL,hex_bolt,IOCL-001453,"Bolt, Hexagon Head, M8 x 50mm  Gr 10.9  Conforming to Din931  Pickled And Passivated",EA,1.0,9.69,KSL,HB8-50-109-DIN931-PASSIVATED,600.0,2026-03-11,HE00027
